UserID;Gender;Age;CAP;Work;CAP_puliti.Provincia
1018;M;65;32030;Data Analyst;BL
1018;M;65;32030;Data Analyst;BL
1018;M;65;32030;Data Analyst;BL
1018;M;65;32030;Data Analyst;BL
1031;M;34;32030;Attore;BL
1031;M;34;32030;Attore;BL
1031;M;34;32030;Attore;BL
1031;M;34;32030;Attore;BL
1114;F;58;32030;Data Scientis;BL
1114;F;58;32030;Data Scientis;BL
1114;F;58;32030;Data Scientis;BL
1114;F;58;32030;Data Scientis;BL
1139;M;33;32030;Dirigente;BL
1139;M;33;32030;Dirigente;BL
1139;M;33;32030;Dirigente;BL
1139;M;33;32030;Dirigente;BL
1194;F;37;32030;Dirigente;BL
1194;F;37;32030;Dirigente;BL
1194;F;37;32030;Dirigente;BL
1194;F;37;32030;Dirigente;BL
1265;F;57;32030;Impiegato;BL
1265;F;57;32030;Impiegato;BL
1265;F;57;32030;Impiegato;BL
1265;F;57;32030;Impiegato;BL
1266;M;41;32030;Data Analyst;BL
1266;M;41;32030;Data Analyst;BL
1266;M;41;32030;Data Analyst;BL
1266;M;41;32030;Data Analyst;BL
1404;M;26;32030;Attore;BL
1404;M;26;32030;Attore;BL
1404;M;26;32030;Attore;BL
1404;M;26;32030;Attore;BL
1412;M;27;32030;Programmatore;BL
1412;M;27;32030;Programmatore;BL
1412;M;27;32030;Programmatore;BL
1412;M;27;32030;Programmatore;BL
1541;M;45;32030;Programmatore;BL
1541;M;45;32030;Programmatore;BL
1541;M;45;32030;Programmatore;BL
1541;M;45;32030;Programmatore;BL
1556;M;58;32030;Data Analyst;BL
1556;M;58;32030;Data Analyst;BL
1556;M;58;32030;Data Analyst;BL
1556;M;58;32030;Data Analyst;BL
1901;M;19;32030;Data Engineer;BL
1901;M;19;32030;Data Engineer;BL
1901;M;19;32030;Data Engineer;BL
1901;M;19;32030;Data Engineer;BL
1931;M;28;32030;Operaio;BL
1931;M;28;32030;Operaio;BL
1931;M;28;32030;Operaio;BL
1931;M;28;32030;Operaio;BL
1996;M;47;32030;Disoccupato;BL
1996;M;47;32030;Disoccupato;BL
1996;M;47;32030;Disoccupato;BL
1996;M;47;32030;Disoccupato;BL
2030;M;17;32030;Studente;BL
2030;M;17;32030;Studente;BL
2030;M;17;32030;Studente;BL
2030;M;17;32030;Studente;BL
2032;M;36;32030;Ingegnere;BL
2032;M;36;32030;Ingegnere;BL
2032;M;36;32030;Ingegnere;BL
2032;M;36;32030;Ingegnere;BL
2159;F;15;32030;Studente;BL
2159;F;15;32030;Studente;BL
2159;F;15;32030;Studente;BL
2159;F;15;32030;Studente;BL
2161;F;55;32030;Operaio;BL
2161;F;55;32030;Operaio;BL
2161;F;55;32030;Operaio;BL
2161;F;55;32030;Operaio;BL
2183;F;47;32030;Dirigente;BL
2183;F;47;32030;Dirigente;BL
2183;F;47;32030;Dirigente;BL
2183;F;47;32030;Dirigente;BL
2203;M;12;32030;Studente;BL
2203;M;12;32030;Studente;BL
2203;M;12;32030;Studente;BL
2203;M;12;32030;Studente;BL
2212;M;46;32030;Data Analyst;BL
2212;M;46;32030;Data Analyst;BL
2212;M;46;32030;Data Analyst;BL
2212;M;46;32030;Data Analyst;BL
2279;M;43;32030;Data Engineer;BL
2279;M;43;32030;Data Engineer;BL
2279;M;43;32030;Data Engineer;BL
2279;M;43;32030;Data Engineer;BL
2365;M;42;32030;Data Engineer;BL
2365;M;42;32030;Data Engineer;BL
2365;M;42;32030;Data Engineer;BL
2365;M;42;32030;Data Engineer;BL
2423;F;59;32030;Data Scientis;BL
2423;F;59;32030;Data Scientis;BL
2423;F;59;32030;Data Scientis;BL
2423;F;59;32030;Data Scientis;BL
2426;M;34;32030;Disoccupato;BL
2426;M;34;32030;Disoccupato;BL
2426;M;34;32030;Disoccupato;BL
2426;M;34;32030;Disoccupato;BL
2595;M;33;32030;Data Analyst;BL
2595;M;33;32030;Data Analyst;BL
2595;M;33;32030;Data Analyst;BL
2595;M;33;32030;Data Analyst;BL
2601;M;20;32030;Attore;BL
2601;M;20;32030;Attore;BL
2601;M;20;32030;Attore;BL
2601;M;20;32030;Attore;BL
2635;M;64;32030;Disoccupato;BL
2635;M;64;32030;Disoccupato;BL
2635;M;64;32030;Disoccupato;BL
2635;M;64;32030;Disoccupato;BL
2751;F;50;32030;Attore;BL
2751;F;50;32030;Attore;BL
2751;F;50;32030;Attore;BL
2751;F;50;32030;Attore;BL
2761;M;65;32030;Ricercatore;BL
2761;M;65;32030;Ricercatore;BL
2761;M;65;32030;Ricercatore;BL
2761;M;65;32030;Ricercatore;BL
2815;M;59;32030;Programmatore;BL
2815;M;59;32030;Programmatore;BL
2815;M;59;32030;Programmatore;BL
2815;M;59;32030;Programmatore;BL
2878;F;43;32030;Impiegato;BL
2878;F;43;32030;Impiegato;BL
2878;F;43;32030;Impiegato;BL
2878;F;43;32030;Impiegato;BL
2926;F;61;32030;Operaio;BL
2926;F;61;32030;Operaio;BL
2926;F;61;32030;Operaio;BL
2926;F;61;32030;Operaio;BL
2985;M;54;32030;Data Analyst;BL
2985;M;54;32030;Data Analyst;BL
2985;M;54;32030;Data Analyst;BL
2985;M;54;32030;Data Analyst;BL
3069;M;51;32030;Data Analyst;BL
3069;M;51;32030;Data Analyst;BL
3069;M;51;32030;Data Analyst;BL
3069;M;51;32030;Data Analyst;BL
3148;M;20;32030;Impiegato;BL
3148;M;20;32030;Impiegato;BL
3148;M;20;32030;Impiegato;BL
3148;M;20;32030;Impiegato;BL
3157;M;57;32030;Avvocato;BL
3157;M;57;32030;Avvocato;BL
3157;M;57;32030;Avvocato;BL
3157;M;57;32030;Avvocato;BL
3211;M;55;32030;Attore;BL
3211;M;55;32030;Attore;BL
3211;M;55;32030;Attore;BL
3211;M;55;32030;Attore;BL
3242;M;26;32030;Architetto;BL
3242;M;26;32030;Architetto;BL
3242;M;26;32030;Architetto;BL
3242;M;26;32030;Architetto;BL
3328;M;41;32030;Musicista;BL
3328;M;41;32030;Musicista;BL
3328;M;41;32030;Musicista;BL
3328;M;41;32030;Musicista;BL
3386;M;57;32030;Data Analyst;BL
3386;M;57;32030;Data Analyst;BL
3386;M;57;32030;Data Analyst;BL
3386;M;57;32030;Data Analyst;BL
3642;F;13;32030;Studente;BL
3642;F;13;32030;Studente;BL
3642;F;13;32030;Studente;BL
3642;F;13;32030;Studente;BL
3700;M;31;32030;Ingegnere;BL
3700;M;31;32030;Ingegnere;BL
3700;M;31;32030;Ingegnere;BL
3700;M;31;32030;Ingegnere;BL
3710;M;19;32030;Studente;BL
3710;M;19;32030;Studente;BL
3710;M;19;32030;Studente;BL
3710;M;19;32030;Studente;BL
3945;F;13;32030;Studente;BL
3945;F;13;32030;Studente;BL
3945;F;13;32030;Studente;BL
3945;F;13;32030;Studente;BL
3978;M;40;32030;Architetto;BL
3978;M;40;32030;Architetto;BL
3978;M;40;32030;Architetto;BL
3978;M;40;32030;Architetto;BL
4012;M;28;32030;Data Analyst;BL
4012;M;28;32030;Data Analyst;BL
4012;M;28;32030;Data Analyst;BL
4012;M;28;32030;Data Analyst;BL
4023;F;53;32030;Data Scientis;BL
4023;F;53;32030;Data Scientis;BL
4023;F;53;32030;Data Scientis;BL
4023;F;53;32030;Data Scientis;BL
4169;M;50;32030;Disoccupato;BL
4169;M;50;32030;Disoccupato;BL
4169;M;50;32030;Disoccupato;BL
4169;M;50;32030;Disoccupato;BL
4307;M;58;32030;Disoccupato;BL
4307;M;58;32030;Disoccupato;BL
4307;M;58;32030;Disoccupato;BL
4307;M;58;32030;Disoccupato;BL
4332;F;55;32030;Direttore;BL
4332;F;55;32030;Direttore;BL
4332;F;55;32030;Direttore;BL
4332;F;55;32030;Direttore;BL
4371;F;34;32030;Data Analyst;BL
4371;F;34;32030;Data Analyst;BL
4371;F;34;32030;Data Analyst;BL
4371;F;34;32030;Data Analyst;BL
4429;M;9;32030;Studente;BL
4429;M;9;32030;Studente;BL
4429;M;9;32030;Studente;BL
4429;M;9;32030;Studente;BL
4442;M;56;32030;Autista;BL
4442;M;56;32030;Autista;BL
4442;M;56;32030;Autista;BL
4442;M;56;32030;Autista;BL
4453;M;41;32030;Disoccupato;BL
4453;M;41;32030;Disoccupato;BL
4453;M;41;32030;Disoccupato;BL
4453;M;41;32030;Disoccupato;BL
4594;M;44;32030;Attore;BL
4594;M;44;32030;Attore;BL
4594;M;44;32030;Attore;BL
4594;M;44;32030;Attore;BL
4603;F;46;32030;Operaio;BL
4603;F;46;32030;Operaio;BL
4603;F;46;32030;Operaio;BL
4603;F;46;32030;Operaio;BL
4625;M;30;32030;Data Engineer;BL
4625;M;30;32030;Data Engineer;BL
4625;M;30;32030;Data Engineer;BL
4625;M;30;32030;Data Engineer;BL
4745;F;53;32030;Data Analyst;BL
4745;F;53;32030;Data Analyst;BL
4745;F;53;32030;Data Analyst;BL
4745;F;53;32030;Data Analyst;BL
4778;M;46;32030;Disoccupato;BL
4778;M;46;32030;Disoccupato;BL
4778;M;46;32030;Disoccupato;BL
4778;M;46;32030;Disoccupato;BL
4799;F;11;32030;Studente;BL
4799;F;11;32030;Studente;BL
4799;F;11;32030;Studente;BL
4799;F;11;32030;Studente;BL
4853;M;19;32030;Data Engineer;BL
4853;M;19;32030;Data Engineer;BL
4853;M;19;32030;Data Engineer;BL
4853;M;19;32030;Data Engineer;BL
4953;M;38;32030;Avvocato;BL
4953;M;38;32030;Avvocato;BL
4953;M;38;32030;Avvocato;BL
4953;M;38;32030;Avvocato;BL
5013;M;54;32030;Data Analyst;BL
5013;M;54;32030;Data Analyst;BL
5013;M;54;32030;Data Analyst;BL
5013;M;54;32030;Data Analyst;BL
5150;M;58;32030;Direttore;BL
5150;M;58;32030;Direttore;BL
5150;M;58;32030;Direttore;BL
5150;M;58;32030;Direttore;BL
5194;M;9;32030;Studente;BL
5194;M;9;32030;Studente;BL
5194;M;9;32030;Studente;BL
5194;M;9;32030;Studente;BL
5236;M;60;32030;Ingegnere;BL
5236;M;60;32030;Ingegnere;BL
5236;M;60;32030;Ingegnere;BL
5236;M;60;32030;Ingegnere;BL
5524;F;41;32030;Studente;BL
5524;F;41;32030;Studente;BL
5524;F;41;32030;Studente;BL
5524;F;41;32030;Studente;BL
5565;M;61;32030;Programmatore;BL
5565;M;61;32030;Programmatore;BL
5565;M;61;32030;Programmatore;BL
5565;M;61;32030;Programmatore;BL
5625;M;38;32030;Dirigente;BL
5625;M;38;32030;Dirigente;BL
5625;M;38;32030;Dirigente;BL
5625;M;38;32030;Dirigente;BL
5651;F;16;32030;Studente;BL
5651;F;16;32030;Studente;BL
5651;F;16;32030;Studente;BL
5651;F;16;32030;Studente;BL
5695;F;44;32030;Direttore;BL
5695;F;44;32030;Direttore;BL
5695;F;44;32030;Direttore;BL
5695;F;44;32030;Direttore;BL
5902;M;48;32030;Attore;BL
5902;M;48;32030;Attore;BL
5902;M;48;32030;Attore;BL
5902;M;48;32030;Attore;BL
5934;M;45;32030;Ingegnere;BL
5934;M;45;32030;Ingegnere;BL
5934;M;45;32030;Ingegnere;BL
5934;M;45;32030;Ingegnere;BL
5935;M;58;32030;Disoccupato;BL
5935;M;58;32030;Disoccupato;BL
5935;M;58;32030;Disoccupato;BL
5935;M;58;32030;Disoccupato;BL
5972;F;48;32030;Impiegato;BL
5972;F;48;32030;Impiegato;BL
5972;F;48;32030;Impiegato;BL
5972;F;48;32030;Impiegato;BL
6012;M;12;32030;Studente;BL
6012;M;12;32030;Studente;BL
6012;M;12;32030;Studente;BL
6012;M;12;32030;Studente;BL
6030;M;13;32030;Studente;BL
6030;M;13;32030;Studente;BL
6030;M;13;32030;Studente;BL
6030;M;13;32030;Studente;BL
18;F;26;33013;Direttore;UD
91;M;39;33013;Data Engineer;UD
112;M;24;33013;Attore;UD
150;M;33;33013;Data Engineer;UD
379;F;44;33013;Dirigente;UD
390;M;15;33013;Studente;UD
416;M;23;33013;Ingegnere;UD
440;M;60;33013;Dirigente;UD
447;F;13;33013;Studente;UD
493;M;11;33013;Studente;UD
723;M;56;33013;Avvocato;UD
730;M;29;33013;Disoccupato;UD
733;M;48;33013;Attore;UD
740;M;49;33013;Ingegnere;UD
776;F;27;33013;Direttore;UD
820;M;22;33013;Data Engineer;UD
983;F;53;33013;Attore;UD
1074;M;30;33013;Programmatore;UD
1091;M;14;33013;Studente;UD
1098;M;39;33013;Data Engineer;UD
1107;F;9;33013;Studente;UD
1160;M;54;33013;Ingegnere;UD
1454;M;21;33013;Data Analyst;UD
1502;M;49;33013;Data Analyst;UD
1543;M;10;33013;Studente;UD
1585;M;28;33013;Impiegato;UD
1907;M;43;33013;Programmatore;UD
2090;M;61;33013;Programmatore;UD
2197;F;39;33013;Dirigente;UD
2224;M;32;33013;Avvocato;UD
2345;M;52;33013;Attore;UD
2399;M;9;33013;Studente;UD
2440;M;44;33013;Programmatore;UD
2502;M;56;33013;Architetto;UD
2569;M;47;33013;Disoccupato;UD
2711;F;55;33013;Data Analyst;UD
2712;F;52;33013;Musicista;UD
2755;M;61;33013;Data Engineer;UD
2798;M;22;33013;Impiegato;UD
2812;M;42;33013;Programmatore;UD
2834;M;32;33013;Dirigente;UD
3021;F;50;33013;Autista;UD
3078;F;26;33013;Dirigente;UD
3229;F;64;33013;Dirigente;UD
3660;M;50;33013;Data Engineer;UD
3680;F;23;33013;Dirigente;UD
3974;M;18;33013;Disoccupato;UD
3981;F;34;33013;Disoccupato;UD
4010;M;29;33013;Ingegnere;UD
4046;M;23;33013;Programmatore;UD
4525;M;65;33013;Ingegnere;UD
4548;M;45;33013;Operaio;UD
4612;F;61;33013;Data Analyst;UD
4733;M;39;33013;Atleta;UD
4785;F;22;33013;Ingegnere;UD
4848;F;23;33013;Ricercatore;UD
4933;M;58;33013;Autista;UD
4997;M;48;33013;Studente;UD
5214;F;65;33013;Data Scientis;UD
5234;F;46;33013;Disoccupato;UD
5257;F;36;33013;Operaio;UD
5337;F;50;33013;Direttore;UD
5492;M;25;33013;Data Analyst;UD
5530;F;29;33013;Data Analyst;UD
5549;F;24;33013;Data Scientis;UD
5587;M;25;33013;Programmatore;UD
5652;M;16;33013;Studente;UD
5687;F;48;33013;Disoccupato;UD
5790;F;65;33013;Disoccupato;UD
5820;M;62;33013;Disoccupato;UD
5855;M;16;33013;Studente;UD
5987;M;32;33013;Attore;UD
6003;F;34;33013;Programmatore;UD
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
19;M;32;86020;Studente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
78;F;47;86020;Dirigente;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
81;F;39;86020;Disoccupato;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
164;F;43;86020;Architetto;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
264;M;51;86020;Disoccupato;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
268;F;9;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
318;F;13;86020;Studente;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
387;F;27;86020;Data Engineer;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
436;M;40;86020;Data Analyst;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
460;M;39;86020;Atleta;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
802;M;43;86020;Attore;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
822;F;27;86020;Dirigente;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
995;F;61;86020;Data Analyst;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1072;F;31;86020;Data Engineer;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1197;M;62;86020;Dirigente;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1309;M;22;86020;Ingegnere;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1324;M;31;86020;Attore;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1388;M;15;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1427;M;12;86020;Studente;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1429;F;27;86020;Direttore;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1592;M;27;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1602;F;59;86020;Data Engineer;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1791;M;48;86020;Data Analyst;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1904;M;9;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1935;M;24;86020;Studente;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
1942;M;34;86020;Insegnante;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2070;F;35;86020;Ricercatore;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2114;M;59;86020;Atleta;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2180;M;28;86020;Avvocato;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2272;M;9;86020;Studente;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2354;M;63;86020;Infermiere;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2407;M;56;86020;Attore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2465;M;43;86020;Ricercatore;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2582;F;47;86020;Dirigente;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2611;M;39;86020;Direttore;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2722;M;38;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
2862;M;47;86020;Data Engineer;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3088;F;41;86020;Data Analyst;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3282;M;63;86020;Direttore;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3318;M;42;86020;Architetto;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3477;F;22;86020;Dirigente;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3532;F;42;86020;Ingegnere;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3537;M;31;86020;Studente;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3672;M;34;86020;Insegnante;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3692;M;31;86020;Programmatore;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
3741;M;28;86020;Disoccupato;CB
